id,student_count,academic_year,semester,requires_special_scheduling,is_assistant,teacher_id,staff_code,first_name,last_name,teacher_email,course_id,course_code,course_name,course_type,lecture_hours,practical_hours,tutorial_hours,credits,course_dept
109,70,3,5,0,0,231,CS231,Dr.,Pankaj Verma,pankaj.verma@rajalakshmi.edu.in,1004,CS23504,Software Engineering,T,3,0,0,3.0,Computer Science & Engineering
110,70,3,5,0,0,232,CS232,Mrs.,Sangeeta Rao,sangeeta.rao@rajalakshmi.edu.in,1004,CS23504,Software Engineering,T,3,0,0,3.0,Computer Science & Engineering
111,70,3,5,0,0,233,CS233,Prof.,Aditya Kapoor,aditya.kapoor@rajalakshmi.edu.in,1004,CS23504,Software Engineering,T,3,0,0,3.0,Computer Science & Engineering
112,70,3,5,0,0,234,CS234,Ms.,Neha Sharma,neha.sharma@rajalakshmi.edu.in,1004,CS23504,Software Engineering,T,3,0,0,3.0,Computer Science & Engineering
113,70,3,5,0,0,235,CS235,Mr.,Rajiv Khanna,rajiv.khanna@rajalakshmi.edu.in,1004,CS23504,Software Engineering,T,3,0,0,3.0,Computer Science & Engineering
41,70,3,5,0,0,141,CS141,Dr.,Subhash Chandra,subhash.chandra@rajalakshmi.edu.in,1005,CS23505,Machine Learning Laboratory,P,0,6,0,3.0,Computer Science & Engineering
42,70,3,5,0,0,142,CS142,Mrs.,Asha Kumari,asha.kumari@rajalakshmi.edu.in,1005,CS23505,Machine Learning Laboratory,P,0,6,0,3.0,Computer Science & Engineering
43,70,3,5,0,1,143,CS143,Mr.,Rohit Sharma,rohit.sharma@rajalakshmi.edu.in,1005,CS23505,Machine Learning Laboratory,P,0,6,0,3.0,Computer Science & Engineering
44,70,3,5,0,1,144,CS144,Dr.,Neeta Agarwal,neeta.agarwal@rajalakshmi.edu.in,1005,CS23505,Machine Learning Laboratory,P,0,6,0,3.0,Computer Science & Engineering
45,70,3,5,1,1,145,CS145,Ms.,Ritu Gupta,ritu.gupta@rajalakshmi.edu.in,1005,CS23505,Machine Learning Laboratory,P,0,6,0,3.0,Computer Science & Engineering
49,70,3,5,0,1,149,CS149,Mr.,Naveen Kumar,naveen.kumar@rajalakshmi.edu.in,1005,CS23505,Machine Learning Laboratory,P,0,6,0,3.0,Computer Science & Engineering
50,70,3,5,0,1,150,CS150,Dr.,Preeti Singh,preeti.singh@rajalakshmi.edu.in,1005,CS23505,Machine Learning Laboratory,P,0,6,0,3.0,Computer Science & Engineering
114,70,3,5,0,0,241,CS241,Prof.,Manish Jain,manish.jain@rajalakshmi.edu.in,1005,CS23505,Machine Learning Laboratory,P,0,6,0,3.0,Computer Science & Engineering
115,70,3,5,0,0,242,CS242,Dr.,Sunita Kapoor,sunita.kapoor@rajalakshmi.edu.in,1005,CS23505,Machine Learning Laboratory,P,0,6,0,3.0,Computer Science & Engineering
116,70,3,5,0,0,243,CS243,Mr.,Alok Gupta,alok.gupta@rajalakshmi.edu.in,1005,CS23505,Machine Learning Laboratory,P,0,6,0,3.0,Computer Science & Engineering
117,70,3,5,0,0,244,CS244,Mrs.,Tanvi Mehta,tanvi.mehta@rajalakshmi.edu.in,1005,CS23505,Machine Learning Laboratory,P,0,6,0,3.0,Computer Science & Engineering
118,70,3,5,0,0,245,CS245,Dr.,Rajeev Saxena,rajeev.saxena@rajalakshmi.edu.in,1005,CS23505,Machine Learning Laboratory,P,0,6,0,3.0,Computer Science & Engineering
51,70,3,5,0,0,151,CS151,Prof.,Yogesh Patel,yogesh.patel@rajalakshmi.edu.in,1006,CS23506,Compiler Design,LoT,3,0,0,5.0,Computer Science & Engineering
52,70,3,5,0,0,052,CS152,Dr.,Ranjana Gupta,ranjana.gupta@rajalakshmi.edu.in,1006,CS23506,Compiler Design,LoT,3,0,0,5.0,Computer Science & Engineering
53,70,3,5,1,0,053,CS153,Mr.,Deepak Kumar,deepak.kumar@rajalakshmi.edu.in,1006,CS23506,Compiler Design,LoT,3,0,0,5.0,Computer Science & Engineering
54,70,3,5,0,0,154,CS154,Mrs.,Bharti Sharma,bharti.sharma@rajalakshmi.edu.in,1006,CS23506,Compiler Design,LoT,3,0,0,5.0,Computer Science & Engineering
55,70,3,5,0,0,055,CS155,Dr.,Mahesh Kumar,mahesh.kumar@rajalakshmi.edu.in,1006,CS23506,Compiler Design,LoT,3,0,0,5.0,Computer Science & Engineering
56,70,3,5,1,1,156,CS156,Ms.,Shweta Agarwal,shweta.agarwal@rajalakshmi.edu.in,1006,CS23506,Compiler Design,LoT,3,0,0,5.0,Computer Science & Engineering
57,70,3,5,0,0,057,CS157,Mr.,Vinod Kumar,vinod.kumar@rajalakshmi.edu.in,1006,CS23506,Compiler Design,LoT,3,0,0,5.0,Computer Science & Engineering
119,70,3,5,0,0,251,CS251,Dr.,Anand Mishra,anand.mishra@rajalakshmi.edu.in,1006,CS23506,Compiler Design,LoT,3,0,0,5.0,Computer Science & Engineering
120,70,3,5,0,0,252,CS252,Mrs.,Sneha Yadav,sneha.yadav@rajalakshmi.edu.in,1006,CS23506,Compiler Design,LoT,3,0,0,5.0,Computer Science & Engineering
121,70,3,5,0,0,253,CS253,Prof.,Kiran Kumar,kiran.kumar@rajalakshmi.edu.in,1006,CS23506,Compiler Design,LoT,3,0,0,5.0,Computer Science & Engineering
122,70,3,5,0,0,254,CS254,Mr.,Ajay Saxena,ajay.saxena@rajalakshmi.edu.in,1006,CS23506,Compiler Design,LoT,3,0,0,5.0,Computer Science & Engineering
123,70,3,5,0,0,255,CS255,Dr.,Mala Verma,mala.verma@rajalakshmi.edu.in,1006,CS23506,Compiler Design,LoT,3,0,0,5.0,Computer Science & Engineering
